names,keywords,socials
Himemiya Rie,"['rie', 'youtube', 'first', 'japanese', 'remilia nephys', 'nephilim', 'himebito', 'twitch', 'himemiya', 'himemiya rie', '\\u59eb\\u5bae\\u308a\\u3048', 'english virtual youtuber', ""phase-connect 's"", 'second', 'chisaka airi', 'amanogawa shiina', 'makina erina', 'komachi panko', 'the kingdom of regalia', 'the phase world', 'earth', 'twitter', ""phase-connect's"", 'one year anniversary', 'phase-connect', 'super', 'pafu', 'two', 'himeknight', 'miya""\\u300c\\u5bae\\u300dwith ""tono', 'palace', 'english', 'korean', 'spanish', 'mandarin', 'chinese', 'cantonese', 'one', 'china', 'chinese', 'hoshikawa sara', 'paul reed smith student edition', 'tiktok', '@himemiyarie - marshmallow', '\\u59eb\\u5bae\\u308a\\u3048 /', 'himemiyarie', '#himetime - live  #', 'atorie - fan art  ', 'himemeya - memes', 'kirienuki - clips']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/6/69/Himemiya_Rie_-_Icon.jpg/revision/latest/scale-to-width-down/350?cb=20220625040745'], ['youtube', 'https://www.youtube.com/channel/UCJ4O6PWA47f6XbCgrLQNqEQ'], ['twitch', 'https://www.twitch.tv/himemiyarie'], ['twitter', 'https://twitter.com/HimemiyaRie']]"
Chae Ara,"['nijisanji', 'korean', 'chae ara', 'ara', ""chae ara's"", 'lee siu', 'nagi', 'arashi unagi', 'youtube', 'first', 'japanese', 'chae', 'korean virtual youtuber', 'second', ""nijisanji kr\\u3011  ara's"", 'seikan hikou', 'macross frontier', 'nijisanji id', 'may', 'ararang', 'sarang', 'three', 'nijisanji jp', 'indonesian', 'tamachi kanna', 'kisaragi', 'virtual esports project', 'kamishiro rita', 'tobi shigoku', 'ara chae', '@ara_liv - twitter', 'twitch', 'ararang - general  ', '#ara_art - fan', '#arasong - ara', '\\u30c1\\u30a7\\u30fb\\u30a2\\u30e9 / ara chae', 'chae ara - moegirl']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/5/54/Chae_Ara_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210324050551'], ['youtube', 'https://www.youtube.com/channel/UCmWqYB6y8gSfPONWGspuOWQ'], ['twitch', 'https://www.twitch.tv/arachae2434'], ['twitter', 'https://twitter.com/AraChae2434']]"
Nun Bora,"['bora', 'apex legends', 'japanese', 'first', 'korean', 'nijisanji', 'nishizono chigusa', 'third', 'twitter', 'tokoyami towa', 'apex', 'nijisanji kr', 'lee roha', 'akira ray', 'neiro', 'nun bora', ""nijisanji kr's"", 'english', 'kanae', 'superchats', 'youtube', 'seto miyako', 'ratna petit', 'admin', 'yuuki chihiro', 'nun', 'korean virtual youtuber', 'esports', 'second-year', 'the end of november', 'custom', 'crazy raccoon cup', 'a week', 'yuki chihiro', 'apex legends crazy', 'kinako', 'kimchi de naguruzo', 'kimchi', 'oji', 'ffl', 'sudetaki', 'marianne', 'uge', 'hayama marin', 'the first star of the snowy night', 'yukiyo', 'ichiban', 'ssn', 'selly', 'racoon', 'valorant crazy', 'm\\u014ddaij\\u014dbu', 'ibrahim', 'arisaka', 'medusa (crazy raccoon', 'meiy', 'battle field', 'squad george', 'cpt (crazy raccoon', 'yakumo beni', 'sovault', 'apex legends reignite cup', 'shirayuki reid', 'hanabusa lisa', '\\uc624\\ud558\\ubcf4\\ub77c', 'three', 'yunibo', 'shin yuya', 'yumekyawa', 'selly (crazy raccoon', 'noahbora teetee', 'otaku-kun', 'kurumi noah', 'kamito', 'nanami', 'naraka', 'nagi', '#', 'chinese', 'nun(\\ub208', 'korea', 'two', 'the jp branch', 'nijisanji project', 'knr admin', 'cr fransisco', 'kuzuha', ""chae ara 's"", 'winter  foods', 'strawberry', 'oyakodon  meat  sweet', 'melon soda  games', 'bora nun', 'bora_art - fanart', 'nunvoice - voice impressions', 'bora nun - unofficial', 'namu wiki']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/c/c0/Nun_Bora_-_portrait_%28February_2021_costume%29.png/revision/latest/scale-to-width-down/350?cb=20221026055336'], ['youtube', 'https://www.youtube.com/channel/UC1ZV7KBscK0EMoJKFu1DnDg'], ['twitter', 'https://twitter.com/BoraNun2434']]"
Miori Celesta,"['mio', 'miori', 'youtube', 'tsunderia', 'yazaki kallin', 'matsuro meru', 'nini yuuna', 'miori celesta', 'twitter', 'kallin', 'korean', 'manaka umio', 'marica bellerose', 'myholo tv', 'tsunquest', 'english', 'first', 'vtubers', 'azuki', 'summer sky', 'american', 'virtual youtuber', ""myholo tv 's"", 'myholo tv\\u3011  ', 'miori celesta!', 'myholotv', 'two', 'manaka and marica', 'dlc', 'indonesian', 'wonderland', 'a few months ago', 'two', 'a day', 'second', 'chapter', 'the music video', 'oz', '"" the vampire', 'one-year', 'a winter confession', 'music', 'umiushi urara', 'christmas', ""it's beginning to look a lot like christmas"", 'my favorite things', 'the christmas song (merry christmas to you', 'miori roads', 'take me home, country roads', 'john denver', 'third', 'juni', 'brandon liew', 'doki doki android', 'orla gan ceann', 'yuuna', 'the same day', 'meru', 'orla', 'lone alpha', 'let me dance', 'young', 'miogu', 'rogue energy', 'miori celesta/discography', ""offkai expo's"", 'offkai expo', 'guildmates', 'mogu', 'beerpals', 'qooapp', 'september', 'celesta', 'creamie', 'miori celesta - youtube', 'mioricelesta - twitch', '@mioricelesta - marshmallow', ""miori's tavern - discord"", '#', '#miolust /']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/a/a8/Miori_Celesta_-_Headshot.png/revision/latest?cb=20211104133001'], ['youtube', 'https://www.youtube.com/channel/UCyKsg-57XC9pyHbP7v3kCPQ'], ['twitch', 'https://www.twitch.tv/mioricelesta'], ['twitter', 'https://twitter.com/mioricelesta']]"
Lee Roha,"['roha', 'nijisanji', 'lee roha', 'first', 'third', 'nun bora', 'akira ray', 'neiro', 'youtube', 'korean', 'lee', 'korean virtual youtuber', ""\\uc774\\ub85c\\ud558(\\u30a4\\u30ed\\u30cf)\\ub77c\\uace0\\ud574\\uc694*'-"", ""nijisanji kr's"", 'renai circulation', 'kousaki satoru', 'twitter', 'the same day', 'midnight piano', 'second', 'nijisanji id', 'the following day', 'proha', 'pyon', 'ojamashiroha', 'otsuroha', 'three', 'hololive', 'shishiro botan', 'tuesdays', 'unity', 'jojo', ""il vento d'oro"", 'half', 'dislikes', ""lee roha's"", 'roha_art - fanart', 'fanart', 'rohavoice - voice impressions', 'roha lee', 'lee roha - moegirl encyclopedia']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/4/44/Lee_Roha_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210324051554'], ['youtube', 'https://www.youtube.com/channel/UCClwIqTUn5LDpFucHyaAhHg'], ['twitter', 'https://twitter.com/RohaLee2434']]"
Gaon,"['nijisanji', 'gaon', 'e&c', 'korean', 'nijisanji kr', 'mo gaon', 'korean virtual youtuber', 'han chiho', 'youtube channel', 'dabuki', 'nun bora', 'nijisanji id', 'youtube', '\\u0001f6a9gaide', '#', 'japanese', 'noor', 'gaonart - fanart', '#gaon_voice -', 'gaon - moegirl encyclopedia']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/4/40/Gaon_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210324045735'], ['youtube', 'https://www.youtube.com/channel/UCpRXCTyNNa-MnjhK6gisnRw'], ['twitch', 'https://www.twitch.tv/gaon_2434'], ['twitter', 'https://twitter.com/Gaon2434']]"
Song Mia,"['mia', 'nijisanji', 'song mia', 'fifth', 'purimia', 'twitter', 'korean', 'song', 'korean virtual youtuber', 'seffyna', 'ban hada', '\\uc1a1\\ubbf8\\uc544 \\uc785\\ub2c8\\ub2e4!', 'today', 'third', 'three', 'kst/jst', 'nijisanji id', 'nijisanji kr', 'wiffy', 'han chiho', 'ggul tteok', 'youtube', '#', '#mi_art - fan', '#yamia - fan', 'nsfw', '\\u30bd\\u30f3\\u30fb\\u30df\\u30a2 / song mia) -']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/4/43/Song_Mia_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210528111326'], ['youtube', 'https://www.youtube.com/channel/UCyqzU2nq7eGNi4kN0uHx7TA'], ['twitch', 'https://www.twitch.tv/songmia2434'], ['twitter', 'https://twitter.com/SongMia2434']]"
GreatMoonAroma,"['virtual youtuber', 'streamer', 'english', 'first', 'korean', 'vrc', '\\ub300\\uc6d4\\ud5a5 - youtube']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/b/be/Great_Moon_Aroma.jpg/revision/latest/scale-to-width-down/350?cb=20211217044806'], ['twitch', 'https://www.twitch.tv/greatmoonaroma'], ['youtube', 'https://www.youtube.com/channel/UCWL_9MaaMy8ObTDPmVHemjA'], ['twitter', 'https://twitter.com/aroma_great']]"
Alice Mana,"['mana', 'e&c', 'ena', 'japanese', 'alice', 'project paryi', 'twitter', 'lucia', 'youtube', 'alice mana', 'korean/japanese virtual youtuber', 'korean', ""mana's youtube"", 'first', 'nijisanji kr', 'one month', 'nijisanji kr', 'paryi', 'bilibili', 'youtube', 'aoi nabi', 'watson amelia', 'amatsuka uto', 'himukai kogane', 'shiratori rena', 'voice-ore', 'tomo-chan', 'artia', 'nijisanji', 'kagura mea', 'chigusa hana', 'bgm', 'lorou', '@alicemana_v - marshmallow', 'geek jack  merch', 'booth', '#\\u30de\\u30ca\\u30fc\\u30c8 - fan']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/7/79/Alice_Mana_-_2021_redesign_portrait.jpg/revision/latest/scale-to-width-down/350?cb=20210711195758'], ['youtube', 'https://www.youtube.com/channel/UCIaC5td9nGG6JeKllWLwFLA'], ['twitch', 'https://www.twitch.tv/alicemana_v'], ['twitter', 'https://twitter.com/Alicemana_v']]"
Aoi Nabi,"['nabi', 'japanese', 'korean', 'english', 'aoi', 'twitter', 'twitch', 'hunter', 'first', 'aoi nabi', 'july', 'tumblr', 'youtube', 'march', 'august', 'vtubers', 'watson amelia', 'amatsuka uto', 'himukai kogane', 'shiratori rena', 'voice-ore', 'tomo-chan', 'alice mana', 'netflix', 'shabu-shabu', 'anime/manga', 'haikyu', 'nana', 'kimi', 'todoke', 'eromanga sensei', 'drowning love and candy candy', 'movies', 'harry potter', 'whisper', 'blue  nabi', 'shiitake', 'nachoneko', ""gawr gura 's"", '\\u84bc\\u5f69\\u306a\\u3073 - youtube', 'nabiatelier - main tumblr', 'aoi nabi - secondary tumblr', 'atelier nabi - official fandiscord', '#', '#nabillust - fan', 'namu wiki']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/c/ca/Aoi_Nabi_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210508215059'], ['youtube', 'https://www.youtube.com/channel/UCzKkwB84Y0ql0EvyOWRSkEw']]"
Yang Nari,"['nari', 'youtube', 'nijisanji', 'yang nari', 'japanese', 'kr', 'amamiya kokoro', 'sweet moon nari', 'korean', 'yang', 'korean virtual youtuber', 'fourth', 'ryu hari', 'oh jiyu', 'shin kiru', '\\ub370\\ubdd4\\ubc29\\uc1a1', 'loli', 'twitter', 'the same month', 'the month', 'first', 'kanaria', 'nijisanji id', 'the end of april', 'lee roha', ""nun bora 's"", 'third', 'shin yuya', 'nun bora', 'the nijisanji valorant custom', 'lauren iroas', 'naraka', 'ibrahim', 'shibuya hajime', 'ratna petit', 'melissa kinrenka', 'sorahoshi kirame', 'kachou fugetsu sen', 'block a.', 'gurin', 'miyu ottavia', 'onomachi haruka', 'hiragana', 'katakana', 'devil queen', '\\u30e4\\u30f3\\u30fb\\u30ca\\u30ea /', ""yang nari's"", 'twitch', '\\u30e4\\u30f3\\u30fb\\u30ca\\u30ea / nari yang', 'yang nari - moegirl']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/f/f9/Yang_Nari_Portrait_%282%29.png/revision/latest/scale-to-width-down/350?cb=20220406110702'], ['youtube', 'https://www.youtube.com/channel/UCCHH0nWYXFZmtDS_4tvMxHQ'], ['twitter', 'https://twitter.com/NariYang2434']]"
Hakos Baelz,"['baelz', 'first', 'english', 'japanese', 'youtube', 'tsukumo sana', 'kimono', 'hakos baelz', 'twitter', 'five', 'mori calliope', 'ceres fauna', 'ouro kronii', 'nanashi mumei', 'council', 'two', 'irys', 'squeaks', 'second', 'hakos', 'chaos', 'four', ""hakos baelz's"", 'japan', 'the same day', 'takanashi kiara', 'usada pekora', 'mumei', 'sana', 'anime nyc', 'gawr gura', '-myth-', 'kureiji', 'watson amelia', 'six', 'oozora subaru', 'korean', 'jp', 'amane kanata', 'hayko', 'hakos baelz ch', 'virtual youtuber', 'cover corporation', 'english youtube channel', 'the coming weekend', 'pv', 'around half', 'two hours later', 'us', 'europe', 'monday', 'midnight', 'bst', 'fifth', 'fuwa fuwa time', 'mio', 'yui', 'one hour later', 'the morning', 'jst', 'keep talking', 'halloween', 'junky', 'baewatch', 'button', 'myth', 'the new year', 'the lower half', 'febaerary', 'hikaru nara', 'the night', 'about a week and a half', 'speak', 'ironmouse', 'bae', 'twitch', 'two weeks', 'ibuypower', 'cpu', 'beeg smol', 'ring fit adventure', 'fauna and baelz', ""bae & fauna's"", 'each week', 'october', 'hakos baelz/discography', 'anime central', ""crunchyroll expo 's"", ""seoul popcon's"", 'crunchyroll expo australia', 'lord squeakers', 'french', 'spring', ""felix mendelssohn's"", ""maurice ravel's"", ""jeux d'eau"", 'shakespeare', 'a little earlier', 'shakespearian', 'rat pack']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/a/a3/Hakos_Baelz_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210817022252'], ['youtube', 'https://www.youtube.com/channel/UCgmPnx-EEeOrZSg5Tiw7ZRQ'], ['twitter', 'https://twitter.com/hakosbaelz']]"
Shikikan Haru,"['kim', 'discord', 'kim haru', 'korean', 'shikikan', 'korean-american', 'english', 'debut', 'december', 'frailty', 'vtubers', 'half', 'twitch', 'gang beasts', 'vtubers', 'vr', 'bounties', 'haru kim - youtube']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/7/71/Shikikan-Haru_copy.jpg/revision/latest/scale-to-width-down/350?cb=20201219021247'], ['twitch', 'https://www.twitch.tv/hawuu_'], ['youtube', 'https://www.youtube.com/c/HaruCh'], ['twitter', 'https://twitter.com/hawuu_']]"
Neko,"['twitch', 'twitter', 'english', 'youtube', 'tiktok', 'twitch    ', 'grape black tea', 'aloe vera']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/1/15/Bada_Bust_Up.png/revision/latest/scale-to-width-down/350?cb=20220327073915'], ['twitch', 'https://twitch.tv/Neko'], ['youtube', 'https://www.youtube.com/c/BadaVtuber/featured'], ['twitter', 'https://twitter.com/Bada_Neko']]"
Nekota Tsuna,"['tsuna', 'japanese', 'first', '#', 'nekota', 'nekota tsuna', 'virtual youtuber', 'fifth', 'kaminari qpi', 'yakumo beni', 'aizawa ema', 'shinomiya runa', 'youtube', 'twitter', 'the same month', 'tsunatomo', 'vtubers', 'ookami mio', 'nishizono chigusa', 'nijisanji', 'towa kiseki', 'vtuber chat etiquette ""  please', 'nekota tsuna - youtube', '#\\u3064\\u306a\\u53cb - fan']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/7/7a/VSPO_Nekota_Tsuna_portrait.png/revision/latest/scale-to-width-down/350?cb=20220625132236'], ['youtube', 'https://www.youtube.com/channel/UCIjdfjcSaEgdjwbgjxC3ZWg'], ['twitter', 'https://twitter.com/tsuna_nekota']]"
Akira Ray,"['japanese', 'akira', 'nijisanji', 'akira ray', 'third', 'korean', 'nun bora', 'lee roha', 'neiro', ""nijisanji kr's"", 'korean virtual youtuber', 'nijisanji kr\\u3011  ', 'twitter', 'the same month', 'first', 'nijisanji id', 'id', 'kurasumeito', 'kurasumeito', 'one', 'murasaki', 'menma', 'blanc', 'ray akira', 'youtube', 'rei', 'ray_art - fan', '#gray_art - fan', 'nsfw', 'ray_voice - voice', '\\uc544\\ud0a4\\ub77c\\ub808\\uc774\\uff08\\u660e\\u697d\\u30ec\\u30a4 / ray akira\\uff09 -']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/b/be/Akira_Ray_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210324051336'], ['youtube', 'https://www.youtube.com/channel/UC7hffDQLKIEG-_zoAQkMIvg'], ['twitter', 'https://twitter.com/RayAkira2434']]"
Ryu Hari,"['nijisanji', 'hari', 'ryu hari', 'youtube', 'korean', 'ryu', 'korean virtual youtuber', 'fourth', 'yang nari', 'shin kiru', ""ryu hari's"", 'nijisanji id', 'rimong', 'english', 'several years', 'nf', 'xxxtentacion', 'yorumi rena', 'nijisanji jp', 'yashiki ciel of buisen', 'kurune kokuri', 'axel-v & vestia zeta', 'hololive indonesia', '#hari_art - fan']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/b/b1/Ryu_Hari_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210324052121'], ['youtube', 'https://www.youtube.com/channel/UClS6k3w1sPwlVFqK3-yID5A'], ['twitch', 'https://www.twitch.tv/hariryu2434'], ['twitter', 'https://twitter.com/HariRyu2434']]"
Min Suha,"['suha', 'nijisanji', 'youtube', 'shin yuya', 'wiffy', 'yu ruri', 'korean', 'korean virtual youtuber', 'nijisanji kr', ""nijisanji kr\\uff5csuha\\u3011  suha's"", 'first', 'kataomoi', 'aimer', 'nijisanji id', 'fourth', 'kr', 'nun bora', 'yang nari', 'suhaqua', 'suhako', 'hatoful boyfriend', 'han chiho', 'minecraft', 'a few hours later', 'min', 'suha\\u30b9\\u30cf', '#', '#suha_art - fan']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/6/68/Min_Suha_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210324045512'], ['youtube', 'https://www.youtube.com/channel/UCUtKkGKef8BYMs3h-3zQm9A'], ['twitch', 'https://www.twitch.tv/suha2434'], ['twitter', 'https://twitter.com/SuhaMin2434']]"
Lee Siu,"['nijisanji', 'lee siu', 'korean', 'second', 'nagi', 'chae ara', 'arashi unagi', 'youtube', 'siu', 'siu lee', 'lee', 'virtual youtuber', '\\uc2e0\\uc778\\ub4f1\\uc7a5\\u3011\\uc774\\uc2dc\\uc6b0', 'twitter', 'ko yami', 'shushu', 'three', 'first', 'shirahari uni', 'shirakami fubuki', 'shushu - panel name', '#siu_art - fan art   ', 'lee siu - moegirl encyclopedia']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/b/ba/Lee_Siu_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210324050740'], ['youtube', 'https://www.youtube.com/channel/UCSlv7Z-4q7_7NRkzJB10A5Q'], ['twitch', 'https://www.twitch.tv/siulee2434'], ['twitter', 'https://twitter.com/SiuLee2434']]"
Nishizono Chigusa,"['chigusa', 'korean', 'japanese', 'nijisanji', '#', ""selene girls' academy drama club"", 'asahina akane', 'suo sango', 'todo kohaku', 'kitakoji hisui', 'twitter', 'ensemble stars', '\\u897f\\u5712\\u30c1\\u30b0\\u30b5', 'nishizono', 'nishizono chigusa', '\\u521d\\u914d\\u4fe1\\u3011\\u306b\\u3083\\u3063\\u307b~\\uff01\\u897f\\u5712\\u30c1\\u30b0\\u30b5\\u3001\\u305f\\u3060\\u3044\\u307e\\u898b\\u53c2\\uff01', 'second-year', ""selene girls' academy"", 'the drama club', 'first person shooter', 'fps', 'apex legends', ""tom clancy's"", 'rainbow six siege', 'tabletop role-playing', 'nijsanji', 'youtube', 'the nijisanji valorant custom', 'lauren iroas', 'naraka', 'okuchi pokan da', 'honma himawari', 'makaino ririmu', 'kanda shoichi', 'axia krone', 'serene engeki-doukoukai', ""selene jougakuin '"", 'selejo', 'five', ""selene girls' school"", 'nagaochigu', 'ookami mio', 'one', 'apex legends', 'crazy raccoon cups', 'aizono manami', 'saegusa akina', 'shinkai kanata', ""nishizono chigusa's"", 'nishizono chigusa - youtube', '@chigsab - sub twitter', '#\\u7d75\\u30c3\\u30c1\\u30b0\\u30b5 - fan', 'nsfw']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/4/40/Nishizono_Chigusa_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210331025044'], ['youtube', 'https://www.youtube.com/channel/UCkngxfPbmGyGl_RIq4FA3MQ'], ['twitter', 'https://twitter.com/Chigusa_24zono']]"
Draft:SE:A,"['korean virtual youtuber', '\\uc5d0\\ud53d\\ud55c', 'a.i.', 'ai', 'epic', 'seven']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/3/31/SEA.jpg/revision/latest/scale-to-width-down/261?cb=20180831050933'], ['youtube', 'https://www.youtube.com/channel/UCKg3SYrZl5zskG5fkexUPCQ'], ['twitch', 'https://www.twitch.tv/sea_vtuber']]"
Ouro Kronii,"['kronii', 'english', 'youtube', 'first', 'ceres fauna', 'twitter', 'japanese', 'ouro kronii', 'second', 'tsukumo sana', 'nanashi mumei', 'five', 'kimono', 'irys', 'hakos baelz', 'council', 'mori calliope', 'pv', 'two', 'kureiji ollie', 'pavolia reine', 'greek', 'third', 'time', 'kronies', 'four', ""ouro kronii's"", 'boros', 'ouro krono', 'mumei', 'three', 'watson amelia', 'anya melfissa', 'j\\xf6rmungandr', 'amelia', 'one', 'takanashi kiara', 'ouro', 'virtual youtuber', 'the ages', 'dusk', 'every night', 'cover corporation', 'english youtube channel', 'chaos', 'the coming weekend', ""nanashi mumei's"", 'around half', 'sunday', 'us', 'europe', 'japan', 'monday', 'jst', 'butterfly', 'digimon adventure', 'the same day', 'orcs must die', 'myth', 'the new year', 'ouroboros', 'tsukumo san', 'ceres faun', 'nanashi muman', 'hayko', 'a few hours', 'hikaru nara', 'a few days', 'daydream', 'beeg smol', 'sana', 'mafia', 'ouro kronii/discography', ""anime nyc 's"", 'anime nyc', 'anime boston', 'indonesia', 'may', 'anirevo', ""crunchyroll expo 's"", 'hyte', 'cpu', 'crony', 'kromies', 'second', 'hour', 'kronmei', 'kronfau', 'timespace', 'snotcast', 'shark, nature,', 'gawr gura', 'npc duo', 'moona hoshinova', 'k.i.r.a', 'timesmith', 'kaela kovalskia', 'flower', '\\u3054\\u98ef\\u306b\\u3059\\u308b\\uff1f\\u304a\\u98a8\\u5442\\u306b\\u3059\\u308b\\uff1f\\u305d\\u308c\\u3068\\u3082\\u2026\\u308f\\u30fb\\u305f\\u30fb\\u3057', 'kronii ouro']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/b/b2/Ouro_Kronii_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210817022852'], ['youtube', 'https://www.youtube.com/c/OuroKroniiCh'], ['twitter', 'https://twitter.com/ourokronii']]"
Ayamy,"['ayamy', 'youtube', 'two', 'first', 'hanamori healthy', 'twitter', 'second', 'pooh', 'fifth', 'sixth', 'korean virtual youtuber', ""\\u3042\\u3084\\u307f\\u521d\\u914d\\u4fe1\\u3067\\u3059\\u266a  ayamy's"", 'third', 'next day', 'fourth', 'ayami', 'the same day', 'japanese', 'hiragana\\u300c\\u3042\\u3084\\u307f\\u300d', 'ayammy', 'half', 'yozora mel', 'taya rex', 'yaso toiki', 'shabel tonya', 'louise priere', 'mel', 'healthy', 'the following day', 'petelgeuse romanee-conti', 'english', '@ayami_garubinu - marshmallow', '#']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/4/41/Ayamy_Portrait.jpg/revision/latest/scale-to-width-down/350?cb=20220117235035'], ['youtube', 'https://www.youtube.com/channel/UCr9p1ZjLKgfaoqNorY7PiWQ'], ['twitter', 'https://twitter.com/ayamy_garubinu']]"
Na Sera,"['sera', 'nijisanji', 'youtube', 'ha yun', 'livers', 'one', 'keseras', 'korean', 'sixth', 'nagi', 'japanese', 'first', 'seffyna', 'minecraft', 'korean virtual youtuber', 'ko yami', 'lee', '\\u521d\\u914d\\u4fe1\\u521d\\u3081\\u307e\\u3057\\u3066\\uff01\\ub370\\ubdd4\\ubc29\\uc1a1', 'earth', 'hyakumantenbara salome', 'salome', 'mayuzumi kai', 'miyu ottavia', 'levi elipha', 'zea cornelia', 'nara haramaung', 'sakura ritsuki', 'belmond banderas', 'gwelu os gar', 'nagao kei', 'sorahoshi kirame', 'seraph dazzlegarden', 'twitter', 'third', 'four', 'second', 'nijisanji id', 'that day', 'a regular morning', 'weekdays', 'stray', 'min suha', 'the nijisanji splatoon festival', 'sasaki saku', 'todoroki kyoko', 'ratna petit', 'kesera', '\\ucf00\\uc138\\ub77c', 'watashi', 'spanish', 'two', 'english', 'pina', 'liver seffyna', 'liver', 'amamiya kokoro', 'debidebi debiru', 'occasionally', 'yukihana lamy', 'lamy', 'mario party superstars', ""taka radjiman 's"", 'parkour tower', 'liver yang', 'nari', '#', 'kesera - fans', '#yarasera - fan', 'nsfw', 'na sera']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/a/ad/Na_Sera_Portrait.png/revision/latest/scale-to-width-down/350?cb=20210923085212'], ['youtube', 'https://www.youtube.com/channel/UCX88Pe54pxbJDSGIyGrzNdg'], ['twitch', 'https://www.twitch.tv/nasera2434'], ['twitter', 'https://twitter.com/NaSera2434']]"
Shabel Tonya,"['tonya', 'youtube', 'first', 'twitter', 'the same day', 'japanese', 'shabel tonya', 'english', 'smilodon', 'tonya fanart', 'shabel', 'virtual youtube', 'korean', 'silhouette', 'kana-boon', 'tenma maemi', 'super bunny man', 'yonya', 'luvdia    main', 'tonyatachi', 'nyankotachi', 'kittonyas', 'smolodon', '""beeg smolodon', 'this day', 'international cat day', 'the international fund for animal welfare', 'ayamy', 'yozora mel', 'hanamori healthy', 'taya rex', 'yaso toiki', 'louise priere', '@shabeltonya - twitter', '@shabeltonya', 'shabeltonya - general', 'illustonya', 'tonyaoke - karaoke  ', 'tonyaeat - food  ']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/6/6a/Shabel_Tonya_portrait.jpg/revision/latest/scale-to-width-down/350?cb=20220128143330'], ['youtube', 'https://www.youtube.com/c/ShabelTonyaCh'], ['twitch', 'https://www.twitch.tv/shabel_tonya'], ['twitter', 'https://twitter.com/ShabelTonya']]"
Eileennoir,"['eileennoir', 'youtube', 'thai', 'twitch', 'algorhythm project fifth generation', 'eileen', 'first', 'shanti', ""algorhythm project's"", 'twitter', 'offline event v-meet', 'apex legends', 'nong pan hua jok', 'fairies', 'villager fairy', 'knight fairy', 'noble fairy', 'the little kitty"" gang (\\u0e41\\u0e01\\u0e4a\\u0e07\\u0e25\\u0e39\\u0e01\\u0e41\\u0e21\\u0e27', 'patiiz', 'syusetu kohaku', 'thailand', 'english', 'japanese', 'korean', 'spanish', 'chinese', 'laila', 'two', 'wactor', 'nephilim', 'eileennoir - twitch', 'eileennoir - youtube', '@eileennoir - twitter', '@eileennoir - marshmallow', 'noir queendom - discord']","[['image', 'https://static.wikia.nocookie.net/virtualyoutuber/images/9/9e/EileennoirThumbnail.webp/revision/latest/scale-to-width-down/350?cb=20220624152933'], ['twitch', 'https://www.twitch.tv/eileennoir'], ['youtube', 'https://www.youtube.com/c/Eileennoir'], ['twitter', 'https://twitter.com/Eileennoir']]"
